property_type,sector,price,bedRoom,bathroom,balcony,agePossession,super_built_up_area,servant room,furnishing_type,luxury_category,floor_category
house,sector 43,2.5,7,7,3,Relatively New,1064.0,No,semifurnished,Low,Mid Floor
house,sector 26,4.5,5,5,3+,Old Property,1492.0,No,unfurnished,Low,Low Floor
flat,manesar,1.6,4,6,3+,Relatively New,2930.23,Yes,unfurnished,Low,Mid Floor
house,sector 26,4.0,4,4,3,Old Property,1492.0,No,unfurnished,Low,Low Floor
flat,sector 37c,0.66,2,2,3+,Relatively New,1448.0,No,unfurnished,Medium,High Floor
flat,sector 67a,1.3,2,2,2,New Property,1432.0,No,unfurnished,Medium,Low Floor
house,sector 4,0.4,1,1,1,Moderately Old,477.0,No,unfurnished,Low,Low Floor
flat,sector 92,1.12,4,4,2,Relatively New,2606.0,Yes,unfurnished,Medium,High Floor
flat,sector 90,1.2,3,3,3+,Relatively New,1929.97,No,unfurnished,Low,High Floor
flat,sector 84,0.36,2,2,1,Relatively New,582.97,No,furnished,Medium,Mid Floor
flat,sector 56,0.5,1,1,2,Old Property,748.33,No,unfurnished,Low,Mid Floor
flat,sector 85,1.09,2,2,3,Relatively New,1639.99,No,unfurnished,High,Mid Floor
flat,sector 76,1.46,4,6,3+,New Property,2649.96,Yes,unfurnished,Medium,Mid Floor
flat,sohna road,0.32,2,2,2,New Property,647.37,No,unfurnished,Low,Low Floor
flat,sector 69,1.65,3,3,2,Relatively New,1744.0,No,semifurnished,Medium,Low Floor
flat,sohna road,0.25,1,1,1,Relatively New,663.0,No,unfurnished,Low,High Floor
flat,sector 36a,0.37,1,1,1,Relatively New,351.98,No,semifurnished,Medium,Mid Floor
flat,sector 70,1.55,3,5,3,Relatively New,1949.99,Yes,unfurnished,High,Mid Floor
house,sector 55,5.6,6,4,3,Old Property,2984.0,Yes,semifurnished,Low,Mid Floor
flat,sector 102,2.4,4,4,3+,Relatively New,2162.04,No,unfurnished,Medium,High Floor
flat,sector 28,6.0,3,3,2,Moderately Old,3347.82,Yes,unfurnished,Low,Mid Floor
flat,sector 22,2.55,3,3,3,Relatively New,1860.0,No,furnished,Medium,Mid Floor
flat,sector 72,3.1,4,5,3+,Moderately Old,4632.03,Yes,unfurnished,Medium,Mid Floor
flat,sector 65,2.8,4,4,3,Relatively New,2462.43,Yes,semifurnished,Medium,Low Floor
house,sector 48,7.8,4,4,3+,Relatively New,3580.0,Yes,semifurnished,Medium,Low Floor
flat,sector 56,1.71,3,3,3+,Moderately Old,2668.0,Yes,semifurnished,Medium,Mid Floor
flat,sector 24,6.5,4,5,3+,New Property,4364.34,Yes,furnished,Low,Mid Floor
flat,sector 92,0.85,3,2,2,Relatively New,1436.0,No,unfurnished,Low,High Floor
house,sector 109,6.44,4,5,3+,New Property,2685.0,Yes,unfurnished,Medium,Mid Floor
flat,sector 79,1.1,3,3,3,Relatively New,1490.05,No,unfurnished,Medium,High Floor
house,sector 109,12.0,5,6,3,Relatively New,7665.8,Yes,semifurnished,High,Low Floor
flat,sector 85,2.1,4,4,3,Relatively New,2811.96,No,unfurnished,Low,Low Floor
flat,sector 56,1.37,3,3,3+,Old Property,1499.95,No,unfurnished,High,Low Floor
flat,sector 113,1.83,2,2,0,New Property,1448.0,No,unfurnished,Medium,Mid Floor
flat,sector 69,3.25,4,5,3+,Relatively New,3216.04,No,unfurnished,Low,High Floor
flat,sector 92,0.65,3,2,3,Relatively New,1370.03,No,unfurnished,Low,Mid Floor
flat,sector 95,0.26,1,1,1,New Property,430.99,No,unfurnished,Low,Mid Floor
flat,sector 99,0.95,2,3,3,Relatively New,1808.0,Yes,unfurnished,Low,Mid Floor
flat,sector 85,1.25,3,4,2,Relatively New,2119.95,Yes,semifurnished,Low,Mid Floor
flat,sector 112,5.49,4,5,3+,Relatively New,4739.02,Yes,semifurnished,High,Mid Floor
house,sector 26,5.8,4,4,3+,Old Property,4992.0,No,unfurnished,Low,Mid Floor
flat,sector 90,1.29,3,3,3,Relatively New,1701.99,No,unfurnished,High,Mid Floor
flat,sector 4,0.45,2,2,1,Relatively New,1059.67,No,unfurnished,Low,Low Floor
flat,sector 69,1.7,4,4,2,Relatively New,2010.05,Yes,unfurnished,High,Mid Floor
house,sector 28,10.5,5,6,3+,New Property,3580.0,Yes,semifurnished,High,Mid Floor
flat,sector 62,3.95,3,3,3,New Property,3227.3,Yes,semifurnished,Low,High Floor
flat,sohna road,0.29,2,2,2,Relatively New,599.22,No,unfurnished,Medium,Mid Floor
flat,sector 65,3.5,4,4,3,Relatively New,1974.96,Yes,unfurnished,Medium,Mid Floor
flat,sector 62,7.56,4,4,3+,Relatively New,4641.0,Yes,semifurnished,Medium,High Floor
flat,sector 81,0.39,2,2,2,Relatively New,748.33,No,unfurnished,Low,Mid Floor
flat,sector 89,1.2,3,3,2,New Property,1368.6,No,unfurnished,Low,Low Floor
flat,sector 37d,1.71,3,3,3+,Relatively New,2421.0,No,unfurnished,Low,Mid Floor
flat,sector 69,1.2,2,3,1,Relatively New,1350.01,No,unfurnished,High,Low Floor
flat,sector 49,4.52,5,5,3+,Moderately Old,4115.04,Yes,unfurnished,Low,High Floor
flat,sector 82a,2.55,4,4,3+,Relatively New,2273.01,No,furnished,Low,High Floor
flat,sector 102,1.92,3,3,3,Relatively New,2493.78,Yes,unfurnished,Medium,High Floor
flat,sector 71,1.1,3,4,3,Moderately Old,1801.98,Yes,unfurnished,Low,Mid Floor
flat,sector 103,1.2,2,2,3,Moderately Old,1422.99,No,unfurnished,Low,Mid Floor
house,sector 12,0.7,4,4,1,Moderately Old,1879.0,No,unfurnished,Low,Low Floor
flat,sector 37c,1.0,3,3,3+,Relatively New,1916.66,No,semifurnished,Low,Mid Floor
flat,sector 70,1.62,3,5,3,Relatively New,1949.99,Yes,unfurnished,Low,Mid Floor
flat,sohna road,0.32,2,2,1,New Property,922.83,No,unfurnished,Low,High Floor
flat,sector 86,1.6,3,3,3+,Relatively New,1929.0,No,semifurnished,High,Mid Floor
house,sector 48,6.4,4,4,3,Moderately Old,3640.0,Yes,semifurnished,High,Mid Floor
flat,sector 99,1.9,4,4,3+,New Property,3133.0,No,unfurnished,Medium,Low Floor
flat,sohna road,0.9,2,2,2,Relatively New,1274.98,No,furnished,Medium,High Floor
flat,sector 69,1.6,3,3,2,Relatively New,1577.99,No,unfurnished,High,Low Floor
flat,sector 90,1.9,4,4,3+,Relatively New,2727.03,Yes,semifurnished,High,High Floor
house,sector 14,6.5,5,5,0,Moderately Old,2763.0,No,unfurnished,Low,Mid Floor
flat,sector 102,1.35,3,4,3+,Relatively New,1650.0,Yes,semifurnished,High,Mid Floor
flat,sector 93,0.4,2,2,2,New Property,677.82,No,unfurnished,Low,High Floor
flat,sector 43,2.0,3,3,2,Moderately Old,1406.95,No,unfurnished,Medium,Mid Floor
flat,sector 83,1.42,3,3,2,Relatively New,2213.17,No,semifurnished,Medium,Low Floor
flat,sector 68,0.93,2,2,2,New Property,1346.73,No,unfurnished,Low,High Floor
flat,sector 61,3.87,3,4,3+,Under Construction,2249.98,Yes,unfurnished,Medium,High Floor
house,sector 38,3.5,3,2,3,Moderately Old,1712.18,No,semifurnished,Medium,Low Floor
flat,sector 81,0.9,3,3,0,Relatively New,1967.0,No,unfurnished,Low,Mid Floor
flat,sector 92,0.79,3,2,2,New Property,1298.02,No,unfurnished,Low,High Floor
house,sector 28,2.1,8,8,3+,Moderately Old,994.0,No,semifurnished,Low,Mid Floor
house,sector 25,11.0,5,5,3+,Relatively New,3421.0,Yes,unfurnished,Low,Low Floor
flat,sector 85,1.25,2,2,2,Relatively New,2170.64,No,semifurnished,Low,High Floor
flat,gwal pahari,5.25,4,5,3+,New Property,5800.02,Yes,unfurnished,Low,Low Floor
flat,sector 76,1.05,3,3,3+,Relatively New,1764.96,No,semifurnished,Medium,Mid Floor
house,sector 109,11.25,7,5,3+,Relatively New,4972.0,Yes,unfurnished,Low,Mid Floor
flat,sector 33,2.3,4,4,3+,New Property,2244.52,Yes,unfurnished,Low,Mid Floor
flat,sector 102,4.55,4,4,3+,Relatively New,4650.0,No,semifurnished,Medium,High Floor
flat,sector 60,2.5,2,3,2,Relatively New,1550.0,No,unfurnished,Medium,Mid Floor
flat,sector 78,0.8,3,2,2,Moderately Old,1653.98,No,unfurnished,Medium,Mid Floor
flat,sector 88a,1.19,2,2,3,Relatively New,1628.04,No,semifurnished,High,High Floor
flat,sector 102,1.4,3,3,3,Relatively New,1650.0,Yes,unfurnished,Low,Mid Floor
flat,sector 104,1.75,3,4,3+,Relatively New,2290.02,Yes,semifurnished,Low,High Floor
flat,sector 95,0.56,2,2,2,New Property,1513.24,No,unfurnished,Low,Mid Floor
flat,sector 82,0.8,2,2,3,Relatively New,1552.22,No,unfurnished,Low,Mid Floor
flat,sector 53,5.0,3,4,3+,Relatively New,2894.95,Yes,semifurnished,Low,Mid Floor
flat,sector 86,0.41,2,2,1,New Property,624.87,Yes,unfurnished,Low,Mid Floor
flat,sector 85,1.05,2,2,3+,Relatively New,1670.99,No,unfurnished,Medium,Mid Floor
flat,sector 33,3.3,3,3,3,Under Construction,2992.86,Yes,unfurnished,Medium,Low Floor
flat,sector 107,0.29,2,2,2,Relatively New,609.57,No,unfurnished,Low,Mid Floor
flat,sector 2,0.4,1,1,1,Moderately Old,465.0,No,semifurnished,Low,Mid Floor
flat,sohna road,0.26,2,2,2,New Property,718.22,No,unfurnished,Medium,Mid Floor
flat,sohna road,0.28,2,2,1,Relatively New,817.6,No,unfurnished,Low,High Floor
flat,sector 83,1.75,3,3,3+,Relatively New,1900.04,Yes,unfurnished,Medium,High Floor
flat,sector 82a,2.95,4,5,3+,Relatively New,2576.02,Yes,furnished,High,Mid Floor
flat,sohna road,0.9,3,2,0,Under Construction,1238.0,No,unfurnished,Medium,Low Floor
house,sector 14,5.51,3,3,2,Moderately Old,3590.0,No,unfurnished,Low,Mid Floor
house,sohna road road,0.95,10,10,3+,New Property,1177.0,No,unfurnished,Low,Mid Floor
house,sector 25,4.45,4,3,3+,Moderately Old,1492.0,No,unfurnished,Medium,Low Floor
flat,sector 102,1.85,3,3,3+,Relatively New,2525.06,Yes,semifurnished,Medium,Low Floor
flat,sohna road,0.42,2,2,1,Relatively New,729.74,No,unfurnished,Low,High Floor
flat,sector 92,0.72,3,3,3,Relatively New,1935.03,Yes,unfurnished,Low,Mid Floor
flat,sector 90,0.96,3,4,3,New Property,1874.96,Yes,unfurnished,Medium,Mid Floor
flat,sector 69,1.92,4,4,2,Relatively New,1558.74,No,unfurnished,High,Low Floor
flat,sector 81,2.4,3,4,3+,New Property,2659.97,Yes,semifurnished,High,Mid Floor
flat,sector 109,1.72,3,4,3+,Relatively New,2149.98,Yes,unfurnished,High,Mid Floor
house,sector 28,9.54,6,5,3+,New Property,3580.0,Yes,unfurnished,High,Mid Floor
house,sector 47,5.25,9,9,3+,Relatively New,5417.82,Yes,semifurnished,Medium,Mid Floor
flat,sector 92,0.95,4,5,3+,Moderately Old,1897.03,Yes,unfurnished,Low,Mid Floor
flat,sector 79,0.83,2,2,3,New Property,1907.8,No,furnished,Low,Mid Floor
flat,sector 48,3.45,3,3,3,Moderately Old,2065.0,No,unfurnished,Low,High Floor
house,sector 109,1.87,3,4,0,Relatively New,2376.0,No,unfurnished,Low,High Floor
flat,sector 67a,2.08,3,3,2,Under Construction,1726.96,No,unfurnished,Medium,Mid Floor
flat,sector 79,1.55,3,4,3,Relatively New,1815.01,Yes,semifurnished,High,High Floor
house,sector 70a,4.7,4,4,3+,New Property,2884.0,No,unfurnished,Low,Mid Floor
flat,sector 103,2.14,4,6,3+,Relatively New,2875.04,Yes,unfurnished,Medium,Mid Floor
flat,sector 30,1.45,3,2,2,Old Property,1408.22,No,furnished,Medium,Low Floor
house,sector 40,2.15,3,3,3,Moderately Old,994.0,No,unfurnished,Low,Mid Floor
flat,sector 106,1.1,3,4,3+,Relatively New,1760.01,Yes,semifurnished,High,Mid Floor
flat,sector 90,1.79,4,3,3+,Moderately Old,2761.91,No,unfurnished,Medium,Mid Floor
flat,sector 102,1.4,3,3,3,Relatively New,1650.0,Yes,unfurnished,Low,Mid Floor
flat,sector 84,1.52,3,4,3,Relatively New,1922.97,Yes,unfurnished,Medium,High Floor
flat,sector 67,4.75,4,4,3+,Relatively New,3410.0,Yes,semifurnished,High,Low Floor
flat,sector 69,1.4,3,3,2,Relatively New,1577.99,No,unfurnished,Medium,Low Floor
flat,sector 76,0.75,2,2,2,Under Construction,734.96,No,unfurnished,Medium,High Floor
flat,sector 31,1.25,2,2,2,Old Property,1346.73,No,unfurnished,Low,Low Floor
house,sector 48,8.2,3,3,2,Moderately Old,3580.0,Yes,furnished,High,Low Floor
house,sector 11,2.2,4,3,2,Old Property,1989.0,No,unfurnished,Low,Low Floor
flat,sector 70a,2.55,3,3,3,New Property,2149.98,Yes,semifurnished,High,High Floor
flat,sector 69,1.36,3,3,1,Relatively New,1577.99,No,unfurnished,Medium,High Floor
flat,sector 106,1.05,2,2,2,New Property,1727.07,No,unfurnished,Medium,Mid Floor
flat,sector 103,1.12,3,4,3+,New Property,1991.0,Yes,unfurnished,Low,Mid Floor
flat,sector 84,1.48,3,3,2,New Property,2000.04,Yes,semifurnished,Medium,Low Floor
flat,sector 70a,2.8,3,4,3,Relatively New,2349.97,Yes,unfurnished,Low,High Floor
flat,sector 111,1.65,3,4,3+,Under Construction,2325.0,Yes,unfurnished,Low,High Floor
flat,sector 90,1.15,3,3,3+,Relatively New,1818.02,No,semifurnished,Medium,High Floor
flat,sector 81,0.65,2,2,2,Moderately Old,1225.04,No,unfurnished,Medium,High Floor
flat,sector 67,3.05,3,3,3+,Relatively New,2411.01,Yes,semifurnished,High,High Floor
flat,sector 90,0.5,2,2,2,Under Construction,893.06,No,unfurnished,Low,Low Floor
house,sector 26,18.0,5,4,3+,Moderately Old,4992.0,Yes,semifurnished,Medium,Mid Floor
flat,sector 37c,1.4,3,3,3+,Relatively New,1990.03,Yes,unfurnished,Medium,Mid Floor
flat,sector 81,2.29,3,4,3+,Relatively New,2100.04,Yes,furnished,Medium,High Floor
flat,sohna road,0.75,2,2,2,Moderately Old,1492.0,No,unfurnished,Medium,Mid Floor
flat,sector 89,1.13,3,3,2,Under Construction,1653.26,No,unfurnished,Medium,Mid Floor
flat,sector 14,2.2,3,4,3+,Old Property,2194.86,No,unfurnished,Low,Mid Floor
flat,sector 93,0.4,2,2,0,Relatively New,807.0,No,unfurnished,Low,Low Floor
flat,sector 102,1.38,3,3,3,Relatively New,1650.0,Yes,semifurnished,Medium,Mid Floor
flat,sector 68,1.25,2,2,3,New Property,1219.98,No,unfurnished,Low,Mid Floor
flat,sector 85,1.8,3,3,3,Under Construction,1708.18,No,unfurnished,Low,High Floor
flat,sector 22,3.2,3,4,3+,New Property,2780.96,No,unfurnished,Low,Low Floor
flat,sector 56,1.74,3,3,3+,Old Property,2449.97,Yes,semifurnished,Medium,Low Floor
flat,sector 69,1.66,4,4,1,Relatively New,1970.01,No,unfurnished,Medium,High Floor
flat,sector 43,3.8,3,3,3+,Moderately Old,2707.0,Yes,semifurnished,Medium,Low Floor
flat,sector 50,2.75,3,3,3,Moderately Old,2604.97,Yes,unfurnished,Medium,Mid Floor
flat,sector 84,0.69,2,2,3+,Relatively New,1350.01,No,unfurnished,Medium,Mid Floor
flat,sector 7,0.48,3,2,1,New Property,997.59,No,unfurnished,Low,Low Floor
house,sector 81,0.75,3,2,3,Under Construction,1210.0,No,unfurnished,Medium,Mid Floor
house,sector 4,0.5,5,3,0,Moderately Old,527.0,No,unfurnished,Low,Low Floor
house,sector 52,2.25,3,3,3,New Property,1880.77,Yes,semifurnished,Low,Mid Floor
flat,sector 67,3.4,3,4,3,Relatively New,2358.05,Yes,semifurnished,High,High Floor
house,sector 26,3.25,3,3,3,Old Property,1084.0,No,unfurnished,Medium,Low Floor
flat,sector 12,2.7,4,3,3,Old Property,3481.0,No,unfurnished,Low,Mid Floor
flat,sector 69,1.4,3,3,1,Relatively New,1567.98,No,unfurnished,Medium,High Floor
flat,sector 33,1.07,2,2,2,Under Construction,1384.99,No,unfurnished,Medium,High Floor
house,sector 50,11.5,5,6,0,Moderately Old,3580.0,No,unfurnished,Low,Low Floor
house,sector 14,4.15,5,4,2,Old Property,2486.0,No,semifurnished,Medium,Low Floor
house,sector 105,9.9,2,2,2,Moderately Old,2244.54,No,unfurnished,Low,Mid Floor
flat,gwal pahari,7.5,5,6,3+,Relatively New,9999.99,Yes,unfurnished,Low,High Floor
house,sector 3 phase 2,0.4,2,1,0,Relatively New,466.15,No,unfurnished,Low,Low Floor
flat,sector 37c,0.75,2,2,3+,Relatively New,1580.0,No,unfurnished,Medium,High Floor
flat,sector 95,0.38,3,2,1,Relatively New,803.34,No,semifurnished,Medium,Low Floor
flat,sector 84,0.89,3,3,3,Relatively New,2025.01,No,unfurnished,Medium,Mid Floor
house,sector 26,4.0,4,3,2,Relatively New,1084.0,No,semifurnished,Low,Low Floor
flat,sector 37c,1.44,3,3,3+,New Property,2481.37,Yes,unfurnished,Low,Mid Floor
flat,sector 74,1.6,2,2,2,New Property,1405.98,No,unfurnished,Low,High Floor
flat,sector 109,2.2,3,4,3,Relatively New,2094.98,Yes,unfurnished,High,Mid Floor
flat,sector 65,2.44,3,3,2,Under Construction,1828.03,No,unfurnished,Low,Mid Floor
house,sector 25,15.0,5,5,3,Moderately Old,7072.0,Yes,semifurnished,Medium,Low Floor
flat,sector 92,1.0,4,4,3,New Property,2019.95,No,unfurnished,Low,High Floor
flat,sector 83,1.35,3,3,3,Relatively New,1719.96,Yes,unfurnished,Low,Mid Floor
house,sector 104,1.95,3,5,3+,Moderately Old,1017.0,No,unfurnished,Medium,Low Floor
flat,sector 91,1.75,4,4,3+,Relatively New,2363.97,Yes,unfurnished,Medium,Mid Floor
flat,sector 84,0.88,3,3,3,Relatively New,1825.02,No,unfurnished,Medium,High Floor
flat,sector 67,3.49,3,3,3,Relatively New,3057.26,Yes,unfurnished,Medium,High Floor
flat,sector 33,1.75,3,3,0,Under Construction,2206.0,No,unfurnished,Medium,Low Floor
flat,sector 92,0.82,3,3,3+,Relatively New,1522.98,No,unfurnished,Medium,High Floor
flat,sector 49,2.64,3,4,3+,Moderately Old,1935.0,Yes,semifurnished,Medium,Low Floor
flat,sector 102,1.42,3,3,3,Relatively New,1650.0,Yes,unfurnished,Medium,Mid Floor
flat,sector 70a,1.25,2,2,3,Relatively New,1573.49,No,unfurnished,Low,High Floor
flat,sector 102,2.35,3,3,3,Relatively New,2597.97,Yes,semifurnished,High,High Floor
house,sector 50,10.55,5,5,3,Moderately Old,3580.0,Yes,unfurnished,Low,Low Floor
house,sector 2,2.68,4,3,2,Moderately Old,1720.0,No,semifurnished,Medium,Mid Floor
flat,sector 60,2.65,3,4,3+,Moderately Old,2045.03,Yes,semifurnished,High,Mid Floor
flat,sector 106,1.25,3,4,3,Relatively New,1900.04,Yes,unfurnished,High,High Floor
flat,sector 50,8.0,4,3,3,Moderately Old,11222.46,Yes,unfurnished,Low,Mid Floor
flat,sector 89,1.5,3,3,3,Relatively New,2125.01,Yes,unfurnished,Medium,Mid Floor
flat,sector 68,1.0,2,2,3,New Property,1471.36,No,unfurnished,Low,High Floor
flat,sector 3,0.8,3,3,1,Old Property,1299.96,No,unfurnished,Low,Low Floor
flat,sector 84,0.35,2,2,1,Relatively New,582.97,No,unfurnished,Medium,Mid Floor
flat,sector 79,0.9,2,2,0,Relatively New,1431.0,No,unfurnished,Low,High Floor
flat,sector 65,2.29,2,2,3,Under Construction,1786.74,No,unfurnished,Low,Mid Floor
flat,sector 81,2.2,3,4,3+,Relatively New,2659.97,Yes,semifurnished,High,Mid Floor
flat,sector 33,1.15,2,2,2,Under Construction,1240.95,No,unfurnished,Low,High Floor
flat,sector 113,3.05,3,4,3,New Property,2690.01,Yes,unfurnished,High,High Floor
flat,sector 89,1.7,3,3,3+,Under Construction,2181.89,No,unfurnished,Medium,Mid Floor
flat,sector 78,1.1,3,3,3+,Old Property,2405.0,Yes,unfurnished,Medium,Mid Floor
house,sector 104,0.45,4,4,2,Moderately Old,1870.56,No,semifurnished,Low,Mid Floor
house,sector 3,0.55,1,1,0,Old Property,829.0,No,unfurnished,Low,Low Floor
flat,sector 69,0.62,2,2,1,Relatively New,601.28,No,semifurnished,Medium,Mid Floor
flat,sector 65,2.85,3,3,3,Under Construction,1828.03,No,unfurnished,Medium,High Floor
flat,sector 82,0.99,3,4,2,New Property,1790.04,Yes,unfurnished,Medium,High Floor
flat,sector 65,2.55,3,3,3,Relatively New,1650.0,Yes,unfurnished,Low,Mid Floor
flat,sector 79,1.45,3,3,3,Relatively New,2425.26,No,unfurnished,Low,Mid Floor
flat,sector 47,1.8,4,4,3+,Moderately Old,3000.01,No,semifurnished,Medium,Mid Floor
flat,sector 74,1.4,2,2,2,New Property,1423.96,No,semifurnished,High,High Floor
flat,sector 62,9.2,4,6,3,Relatively New,4612.98,Yes,semifurnished,High,Mid Floor
flat,sector 90,0.47,2,2,1,New Property,860.55,No,unfurnished,Low,Low Floor
flat,sector 85,1.18,2,2,3,Relatively New,1639.99,No,unfurnished,Low,Mid Floor
house,sector 25,4.25,3,2,3,Old Property,1492.0,No,unfurnished,Low,Low Floor
house,sector 25,10.55,5,6,3+,Moderately Old,2984.0,Yes,unfurnished,Medium,Mid Floor
flat,sector 99a,1.3,3,3,0,New Property,2207.0,No,unfurnished,Low,High Floor
flat,sector 56,1.45,3,3,3+,Moderately Old,1900.04,No,semifurnished,Medium,Low Floor
flat,sector 37c,0.86,2,3,3,Relatively New,1577.99,No,unfurnished,Low,Mid Floor
flat,sector 90,1.25,4,4,3,Relatively New,3210.84,No,unfurnished,High,Mid Floor
flat,sector 82a,2.25,3,3,3+,Relatively New,2618.41,Yes,furnished,Medium,High Floor
flat,sector 83,0.4,1,1,1,Relatively New,583.57,No,furnished,Medium,Mid Floor
flat,sector 108,2.95,3,4,2,Relatively New,2002.95,No,unfurnished,Low,High Floor
flat,sector 79,1.2,3,3,3,Relatively New,1490.05,No,semifurnished,Low,High Floor
flat,sector 86,1.55,3,3,3,Relatively New,1929.97,No,unfurnished,Low,Mid Floor
flat,dwarka expressway,1.2,3,3,3+,Under Construction,2144.0,Yes,unfurnished,Low,Mid Floor
house,sector 2,2.95,4,4,3+,Old Property,2039.0,No,unfurnished,Low,Low Floor
flat,sector 67a,1.9,4,4,3,New Property,2200.03,No,semifurnished,Medium,Mid Floor
flat,sector 88a,0.95,2,2,2,Relatively New,1629.59,No,unfurnished,Medium,Mid Floor
flat,sector 90,0.75,2,2,3,Relatively New,1620.75,No,unfurnished,Medium,Mid Floor
flat,sector 65,1.3,2,2,2,Relatively New,1019.99,No,unfurnished,Medium,Mid Floor
flat,sohna road,0.78,3,3,3,Relatively New,1508.53,No,unfurnished,High,Low Floor
flat,sector 85,1.2,2,2,3,Relatively New,1639.99,No,semifurnished,High,Mid Floor
flat,sector 85,1.04,2,2,3,New Property,1639.99,No,unfurnished,Medium,High Floor
flat,sector 90,1.25,4,5,2,Relatively New,2575.05,Yes,unfurnished,High,Mid Floor
house,sector 109,5.75,4,4,2,Relatively New,4867.64,Yes,unfurnished,Medium,Mid Floor
house,sector 49,6.75,5,4,2,Old Property,3779.0,Yes,unfurnished,Medium,Low Floor
flat,sector 86,0.95,3,2,1,New Property,2107.47,No,unfurnished,Low,Mid Floor
flat,sector 107,0.35,2,2,2,Relatively New,682.21,No,unfurnished,Low,Mid Floor
flat,sector 91,0.87,2,2,2,Relatively New,1309.97,No,unfurnished,Medium,Mid Floor
house,sector 109,6.2,5,5,2,Relatively New,2685.0,Yes,unfurnished,Medium,Low Floor
flat,sector 59,6.75,4,4,2,New Property,3395.04,Yes,unfurnished,Low,Mid Floor
flat,sector 82a,3.5,5,5,3+,Relatively New,3249.8,No,furnished,Low,High Floor
flat,sector 81,2.25,3,4,3+,Relatively New,2659.97,Yes,semifurnished,Medium,Mid Floor
flat,sector 86,1.25,3,4,3,Relatively New,1480.04,No,unfurnished,Low,Low Floor
flat,sector 51,2.1,4,4,3,Relatively New,2542.0,No,unfurnished,Medium,Low Floor
house,sector 70a,1.18,3,3,3+,Relatively New,1808.0,No,semifurnished,High,Low Floor
house,sector 55,1.64,3,3,2,New Property,1790.0,Yes,semifurnished,Medium,Mid Floor
flat,sector 90,0.92,3,4,3,Relatively New,1874.96,Yes,unfurnished,Medium,Mid Floor
flat,sector 84,1.02,4,4,3+,Relatively New,2094.98,Yes,unfurnished,Medium,High Floor
flat,sector 33,1.35,3,4,2,Moderately Old,1545.05,Yes,unfurnished,Low,Mid Floor
flat,sector 56,2.05,4,4,3+,Moderately Old,2992.86,No,semifurnished,Low,Mid Floor
flat,sector 37c,1.4,4,5,3,Relatively New,2600.02,Yes,unfurnished,Low,Mid Floor
flat,sector 52,0.45,1,1,0,Moderately Old,575.76,No,semifurnished,Low,Low Floor
flat,sohna road,0.99,2,2,2,Under Construction,1205.02,No,unfurnished,Low,Mid Floor
flat,sohna road,0.35,2,2,2,Relatively New,779.06,No,unfurnished,Medium,High Floor
